Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,index
DBN Gogo,Khuza Gogo,58,0.632,0.541,1,-12.129,1,0.242,0.341,0.00215,0.0937,0.484,113.007,380500,4,Pop,3051
Belle Mt.,Hollow,58,0.415,0.23,11,-9.666,1,0.0499,0.803,5.40E-06,0.0908,0.203,177.999,236627,3,Rock,3052
Jessica Andrews,Who I Am,58,0.463,0.674,7,-5.422,1,0.0319,0.0115,0,0.123,0.259,84.039,4.2539,4,Country,3053
Tame Impala,Alter Ego,58,0.408,0.903,0,-2.924,1,0.0561,0.00256,0.000821,0.117,0.368,128.942,289867,4,Indie Alt,3054
Melissa Etheridge,Like The Way I Do,58,0.596,0.835,2,-13.021,0,0.0418,0.0418,1.11E-05,0.059,0.637,101.359,324333,4,Rock,3055
Des Rocs,This is Our Life,58,0.367,0.877,7,-3.92,1,0.109,0.00108,1.08E-05,0.351,0.395,157.68,224307,4,Alt_Music,3056
The Sonics,Have Love Will Travel,58,0.506,0.948,10,-5.626,1,0.105,0.727,0,0.0904,0.934,130.195,160400,4,Alt_Music,3057
Ocean Colour Scene,The Day We Caught The Train,58,0.516,0.651,2,-7.76,1,0.0386,0.0537,0,0.256,0.483,88.628,186067,4,Alt_Music,3058
Pain,Shut Your Mouth,58,0.562,0.912,2,-4.461,1,0.0383,0.0032,0,0.115,0.55,120.021,192987,4,Metal,3059
Vedo,You Got It,58,0.773,0.448,5,-7.593,1,0.189,0.188,0,0.179,0.49,121.96,245345,4,HipHop,3060
Benny The Butcher,Plug Talk ,58,0.733,0.595,1,-5.732,1,0.392,0.558,0,0.304,0.316,139.721,195989,4,HipHop,3061
Martha and the Muffins,Echo Beach,58,0.54,0.746,7,-9.412,1,0.045,0.13,8.73E-06,0.0976,0.826,163.809,219867,4,Indie Alt,3062
Dermot Kennedy,Glory,58,0.551,0.604,2,-7.448,1,0.0434,0.0327,0,0.0836,0.18,76.514,222173,4,Pop,3063
Green Day,Oh Yeah!,58,0.623,0.792,11,-6.37,1,0.0664,7.00E-05,0.00467,0.159,0.584,127.041,171161,4,Rock,3064
Little Dragon,The Other Lover ,58,0.633,0.451,3,-9.66,1,0.133,0.75,0.0581,0.0995,0.475,162.112,244883,4,Indie Alt,3065
Pressa,Attachments ,58,0.806,0.501,9,-7.096,0,0.168,0.065,0,0.125,0.345,160.03,171000,4,HipHop,3066
Thirty Seconds To Mars,Love Is Madness ,58,0.382,0.675,0,-6.56,1,0.0441,0.0128,0.000246,0.219,0.449,106.171,234867,1,Rock,3067
Soccer Mommy,Your Dog,58,0.652,0.669,11,-7.797,0,0.0262,0.122,0.00039,0.169,0.769,115.047,194009,4,Indie Alt,3068
The Clash,Lost in the Supermarket,58,0.608,0.634,4,-11.24,1,0.0727,0.0568,0.00615,0.116,0.84,147.515,226947,4,Rock,3069
JC Stewart,Break My Heart,58,0.448,0.247,6,-10.454,0,0.0466,0.943,3.61E-05,0.109,0.276,134.5,218293,4,Pop,3070
The Beta Band,Dry The Rain,58,0.593,0.626,4,-11.287,1,0.0317,0.0931,0.166,0.218,0.753,150.483,366827,4,Indie Alt,3071
The Beta Band,Dry the Rain,58,0.593,0.626,4,-11.287,1,0.0317,0.0931,0.166,0.218,0.753,150.483,366827,4,Rock,3072
Spiritbox,Constance,58,0.338,0.673,6,-7.67,0,0.0459,0.00344,0.129,0.211,0.132,112.255,270416,4,Metal,3073
Remi Wolf,Woo!,58,0.784,0.462,0,-5.091,0,0.0548,0.207,3.45E-06,0.106,0.744,86.004,196562,4,Indie Alt,3074
Jazmine Sullivan,Price Tags,58,0.809,0.876,6,-6.504,1,0.0602,0.0192,8.76E-05,0.372,0.835,118.982,221875,4,Indie Alt,3075
Arrested Youth,98 Degrees,58,0.679,0.804,6,-3.886,1,0.0439,0.0857,5.97E-06,0.19,0.64,80.981,167127,4,Rock,3076
ERRA,Gungrave,58,0.481,0.97,6,-2.684,0,0.0695,1.23E-05,0.0102,0.206,0.345,100.013,240525,4,Metal,3077
Snow Tha Product,Never Be Me,58,0.84,0.6,11,-8.323,0,0.14,0.262,0,0.0955,0.489,150.053,144244,4,HipHop,3078
Garbage,Stupid Girl,58,0.632,0.76,1,-4.798,0,0.0342,0.00245,0.000466,0.0494,0.671,119.95,257758,4,Alt_Music,3079
Dierks Bentley,Free And Easy ,58,0.557,0.825,6,-4.657,1,0.0283,0.00525,0.00164,0.177,0.841,120.017,3.352,4,Country,3080
The Modern Lovers,Roadrunner,58,0.462,0.84,2,-6.667,1,0.0346,5.05E-05,6.47E-05,0.0893,0.805,75.542,246440,4,Rock,3081
Death,Voice of the Soul,58,0.158,0.572,7,-6.293,0,0.0346,0.000926,0.893,0.144,0.347,79.176,223933,3,Metal,3082
Kenny Chesney,Don't Blink,58,0.604,0.605,4,-8.516,1,0.0352,0.115,1.22E-05,0.305,0.647,147.925,4.754666667,4,Country,3083
Sleeping With Sirens,Scene Two,58,0.693,0.562,0,-7.323,1,0.0379,0.195,0,0.123,0.183,123.979,197947,4,Rock,3084
Daft Punk,Technologic,58,0.812,0.516,9,-6.963,1,0.224,0.000369,1.09E-05,0.0991,0.633,127.498,284280,4,Indie Alt,3085
Twelve,Talk ,58,0.753,0.715,10,-7.437,1,0.0494,0.00839,0.0325,0.105,0.315,123.979,177842,4,Pop,3086
Better Oblivion Community Center,Dylan Thomas,58,0.592,0.805,2,-7.995,1,0.0371,0.000128,0.000211,0.0916,0.505,116.072,216787,4,Alt_Music,3087
Greta Van Fleet,Edge Of Darkness,58,0.456,0.943,9,-3.819,1,0.0553,0.00753,0.143,0.078,0.666,148.017,268400,4,Rock,3088
Rainbow,I Surrender,58,0.49,0.86,7,-5.284,0,0.0573,0.132,0,0.215,0.795,132.673,241893,4,Metal,3089
easy life,skeletons,58,0.779,0.733,9,-8.137,0,0.0734,0.0177,0.0011,0.591,0.515,115.009,178714,4,Indie Alt,3090
George Strait,"Love Without End, Amen",58,0.645,0.442,9,-12.997,1,0.0256,0.397,0,0.121,0.554,88.491,3.116666667,4,Country,3091
U2,I Will Follow,58,0.36,0.909,8,-6.827,1,0.0663,0.000347,3.28E-05,0.282,0.647,155.293,217387,4,Alt_Music,3092
Rob Zombie,Crow Killer Blues,58,0.2,0.869,9,-7.049,0,0.0886,0.00322,0.174,0.134,0.179,86.479,300013,4,Metal,3093
Adekunle Gold,It Is What It Is,58,0.767,0.706,4,-7.437,0,0.262,0.193,6.90E-05,0.0956,0.529,97.205,174588,4,Pop,3094
Oliver Tree,Let Me Down ,58,0.519,0.862,7,-2.609,1,0.0424,0.0156,2.37E-06,0.164,0.396,159.938,159329,4,Rock,3095
PJ Harvey,Down By The Water,58,0.623,0.622,2,-12.255,1,0.0412,0.00168,0.181,0.343,0.319,125.166,194507,4,Rock,3096
Anthrax,Got The Time,58,0.371,0.973,10,-5.303,0,0.135,0.000641,0.00163,0.0423,0.444,127.721,164333,4,Metal,3097
alt-J,Tessellate,58,0.68,0.611,2,-6.47,1,0.0439,0.374,0.0436,0.119,0.423,116.952,182667,4,Indie Alt,3098
London Grammar,Californian Soil,58,0.572,0.583,2,-7.407,1,0.0412,0.153,0.000109,0.0977,0.181,84.017,221388,4,Pop,3099
Gaspard Aug√©,Force majeure,58,0.578,0.696,1,-6.866,1,0.0307,4.85E-05,0.874,0.142,0.219,119.999,206118,4,Indie Alt,3100
almost monday,broken people,58,0.758,0.723,9,-3.618,0,0.0764,0.0723,0.000656,0.0747,0.589,116.016,202662,4,Rock,3101
Sofia Kourtesis,By Your Side,58,0.887,0.823,5,-7.57,0,0.0462,0.0237,0.731,0.593,0.641,121.993,367363,4,Alt_Music,3102
Cisco Adler,Sunday Vibe,58,0.747,0.662,7,-7.008,1,0.198,0.583,0,0.136,0.532,155.78,186760,4,Rock,3103
Queen,It's A Hard Life,58,0.42,0.599,3,-6.188,1,0.0291,0.422,0,0.159,0.299,82.336,4.11621667,4,Rock,3104
grandson,Oh No!!!,58,0.609,0.659,2,-7.218,1,0.0442,0.00592,0.000292,0.161,0.522,80.996,215035,4,Rock,3105
Robert Plant,29 Palms,58,0.657,0.658,7,-8.187,1,0.0258,0.0882,0.000131,0.136,0.827,116.817,291907,4,Rock,3106
T. Rex,Cosmic Dancer,58,0.363,0.803,0,-8.089,1,0.06,0.0117,0.00601,0.189,0.718,156.047,266533,4,Alt_Music,3107
KenTheMan,He Be Like,58,0.911,0.415,6,-10.452,0,0.175,0.029,0,0.0958,0.642,125.052,192960,4,HipHop,3108
dodie,I Kissed Someone ,58,0.458,0.179,11,-19.057,0,0.0888,0.938,0.175,0.119,0.243,77.737,150937,5,Indie Alt,3109
"Abhijeet Srivastava, Vishal-Shekhar",Chashni ,58,0.756,0.52,6,-8.642,1,0.0341,0.495,0,0.0901,0.684,119.92,4.43325,4,Bollywood,3110
Inhaler,Cheer Up Baby,58,0.462,0.914,8,-6.382,1,0.0416,0.00124,0.000125,0.0978,0.326,142.978,233907,4,Rock,3111
Sixx:A.M.,Maybe It's Time,58,0.396,0.781,0,-5.148,1,0.0377,0.00158,0,0.185,0.201,145.06,254201,4,Rock,3112
Cream,I Feel Free,58,0.375,0.448,9,-14.06,1,0.0264,0.106,5.55E-05,0.141,0.564,88.371,2.85845,4,Rock,3113
Tantric,Breakdown,58,0.569,0.945,8,-5.673,0,0.0503,0.00936,0,0.121,0.483,100.04,190667,4,Rock,3114
Within Temptation,The Reckoning,58,0.31,0.825,1,-4.53,1,0.0563,0.00356,0,0.641,0.475,89.885,251107,4,Metal,3115
Crumb,Gone,58,0.62,0.502,5,-8.613,1,0.029,0.548,0.691,0.135,0.295,112.45,212933,4,Indie Alt,3116
Matt Maeson,Cringe,58,0.752,0.276,5,-8.901,1,0.0463,0.876,0,0.103,0.275,126.135,223467,4,Pop,3117
Sam Gellaitry,Duo,58,0.805,0.7,10,-3.064,0,0.155,0.0547,0,0.04,0.832,127.034,126701,4,Indie Alt,3118
While She Sleeps,NERVOUS,58,0.508,0.936,0,-4.743,1,0.12,0.01,0,0.0964,0.122,123.967,246464,4,Metal,3119
The Movement,Set Sail,58,0.747,0.657,7,-5.993,1,0.0524,0.216,0,0.0844,0.726,96.288,216477,4,Rock,3120
LL Cool J,Loungin ,58,0.817,0.584,7,-9.785,1,0.174,0.432,0.00609,0.225,0.501,99.947,229373,4,HipHop,3121
Arch Enemy,War Eternal,58,0.445,0.98,5,-4.369,0,0.0731,2.45E-05,0.163,0.129,0.285,155.045,256053,4,Metal,3122
Toots & The Maytals,5,58,0.685,0.36,0,-9.572,1,0.0568,0.18,0,0.112,0.597,160.448,204027,4,Rock,3123
Bring Me The Horizon,nihilist blues ,58,0.607,0.813,4,-5.825,0,0.0936,0.0019,0.00088,0.305,0.195,133.962,325502,4,Rock,3124
Corey Taylor,CMFT Must Be Stopped ,58,0.569,0.987,10,-3.565,0,0.0492,0.000506,0.00018,0.315,0.509,100.975,314446,4,Rock,3125
Toro y Moi,Ordinary Pleasure,58,0.878,0.779,7,-7.283,1,0.135,0.118,0.0192,0.104,0.778,115.009,183746,4,Indie Alt,3126
Tracy Lawrence,Find out Who Your Friends Are,58,0.524,0.797,2,-4.777,1,0.0329,0.209,0,0.286,0.783,159.859,3.797333333,4,Country,3127
Day Wave,Drag,58,0.537,0.713,7,-6.25,1,0.0272,0.227,0.65,0.1,0.367,93.198,189651,4,Indie Alt,3128
Meek Mill,Middle of It ,58,0.741,0.666,1,-3.938,0,0.228,0.119,0,0.175,0.276,148.887,206197,4,HipHop,3129
Carlton Maison Quartet,I´m Glad There Is You,58,0.508,0.153,5,-13.874,1,0.0381,0.974,0.803,0.122,0.188,112.494,4.486266667,4,Instrumental,3130
Jacob Banks,Devil That I Know,58,0.509,0.067,8,-14.041,1,0.0636,0.976,3.04E-05,0.113,0.0773,83.414,170803,5,Indie Alt,3131
World's First Cinema,Red Run Cold,58,0.478,0.548,7,-7.399,0,0.126,0.203,3.91E-06,0.246,0.412,147.757,223784,4,Rock,3132
Alfie Templeman,"Wait, I Lied",58,0.787,0.852,5,-6.442,0,0.146,0.0175,0.000724,0.167,0.887,117.988,196039,4,Indie Alt,3133
Pavement,Cut Your Hair,58,0.472,0.735,4,-9.822,0,0.0305,0.00596,0.00124,0.166,0.643,110.809,186733,4,Indie Alt,3134
Black Honey,I Like The Way You Die,58,0.546,0.76,9,-6.887,0,0.0399,0.00629,4.66E-05,0.0737,0.41,101.936,188027,4,Rock,3135
Blind Guardian,The Bard's Song,58,0.396,0.415,8,-7.56,0,0.0283,0.846,4.38E-05,0.141,0.38,81.778,189893,3,Metal,3136
Sia,Hey Boy,58,0.572,0.623,8,-4.828,1,0.176,0.0544,0,0.0865,0.594,185.812,149469,4,Pop,3137
Escape the Fate,Invincible ,58,0.506,0.9,8,-5.137,1,0.0414,0.000656,9.21E-05,0.467,0.348,150.009,232367,4,Rock,3138
King Crimson,21st Century Schizoid Man,58,0.365,0.701,7,-9.914,0,0.0575,0.000405,0.572,0.196,0.558,93.477,442581,3,Rock,3139
Foo Fighters,Medicine At Midnight,58,0.648,0.791,9,-5.295,0,0.038,0.000216,0.00195,0.0208,0.72,115.978,209720,4,Rock,3140
The Head And The Heart,Rivers And Roads,58,0.5,0.197,0,-8.93,1,0.0354,0.717,3.22E-05,0.0755,0.177,131.243,284000,3,Indie Alt,3141
Luh Kel,F Love,58,0.644,0.71,0,-4.078,0,0.04,0.312,0,0.101,0.229,143.061,179372,4,HipHop,3142
Pearl Jam,Dance Of The Clairvoyants,58,0.741,0.711,11,-7.744,0,0.0416,0.0122,0.000696,0.0836,0.649,113.971,265307,4,Rock,3143
Blur,Beetlebum,58,0.542,0.626,0,-7.105,1,0.0242,0.0789,0.000508,0.277,0.813,89.734,305213,4,Indie Alt,3144
The Yardbirds,For Your Love,58,0.288,0.62,2,-10.103,1,0.0428,0.24,0,0.0882,0.617,94.445,150627,4,Rock,3145
Kuttem Reese,No Statements ,58,0.842,0.827,7,-5.483,1,0.33,0.072,0,0.126,0.791,149.971,172389,4,HipHop,3146
WHOKILLEDXIX,Kismet,58,0.659,0.743,6,-5.59,1,0.326,0.00647,0,0.0741,0.849,160.025,171809,4,Pop,3147
Daughtry,Heavy Is The Crown,58,0.188,0.844,1,-4.223,0,0.067,0.00135,0.000509,0.0855,0.216,159.336,235013,4,Rock,3148
Def Leppard,Two Steps Behind,58,0.456,0.419,2,-10.594,1,0.0247,0.117,0,0.178,0.425,146.148,256486,4,Rock,3149
Meadowpoints,Everything I Love,58,0.625,0.106,5,-20.976,1,0.0351,0.974,0.897,0.0879,0.0785,111.309,3.74175,4,Instrumental,3150
Jerry Lee Lewis,Whole Lot of Shakin' Going On,58,0.377,0.626,0,-9.662,1,0.033,0.832,6.46E-05,0.188,0.678,161.468,2.87333333,4,Rock,3151
Oasis,Live Forever,58,0.335,0.776,9,-5.32,0,0.0325,9.27E-06,9.51E-06,0.369,0.219,90.59,276867,4,Indie Alt,3152
Romy,Lifetime,58,0.55,0.796,6,-5.39,1,0.0495,4.14E-05,0,0.103,0.32,128.014,197661,4,Indie Alt,3153
Day Sulan,Bailar,58,0.852,0.535,7,-5.94,0,0.0896,0.439,8.18E-05,0.246,0.483,103.007,205056,4,HipHop,3154
Kate Bush,This Woman's Work,58,0.35,0.113,8,-18.804,1,0.0403,0.874,2.68E-05,0.0751,0.151,128.271,218907,4,Rock,3155
Nonpoint,In the Air Tonight,58,0.556,0.812,0,-4.193,1,0.0469,0.0171,0.143,0.143,0.181,99.935,273067,4,Metal,3156
Sum 41,Never There,58,0.516,0.561,2,-5.364,1,0.0351,0.00264,0,0.556,0.141,139.95,260094,4,Rock,3157
CMC 3,Once I Had A Secret Love,58,0.276,0.232,5,-17.572,0,0.0336,0.966,0.952,0.107,0.157,81.423,4.303083333,3,Instrumental,3158
grandson,Stick Up,58,0.31,0.932,11,-4.764,0,0.262,0.000261,3.71E-06,0.349,0.304,135.944,222560,4,Rock,3159
Bush,Machinehead,58,0.142,0.92,9,-4.426,1,0.115,2.65E-05,0.00518,0.126,0.193,171.763,256333,3,Rock,3160
Spinall,Sere,58,0.778,0.66,7,-6.662,0,0.0592,0.156,0,0.137,0.747,110.016,194182,4,Pop,3161
The Velvet Underground,Heroin,58,0.201,0.777,1,-10.167,1,0.0705,0.304,0.78,0.0981,0.235,145.733,433573,4,Indie Alt,3162
Luna Li,cloud castle,58,0.556,0.563,0,-6.731,1,0.0523,0.04,0.9,0.245,0.349,83.9,63214,4,Alt_Music,3163
"Meet Bros., Palak Muchhal, Altamash Faridi",Ik Mulaqaat,58,0.634,0.648,3,-6.781,0,0.0412,0.361,0,0.619,0.667,95.989,4.1302,4,Bollywood,3164
Imminence,Temptation,58,0.173,0.929,2,-4.231,1,0.0727,0.00177,0.0253,0.175,0.2,80.041,223188,4,Metal,3165
Langhorne Slim,The Way We Move,58,0.539,0.836,11,-5.365,1,0.0654,0.217,0.000168,0.303,0.759,135.596,168760,4,Indie Alt,3166
Cage The Elephant,Back Against The Wall,58,0.598,0.743,1,-6.163,1,0.0305,0.000643,0,0.112,0.534,110.334,228320,4,Rock,3167
DENM,My Wave,58,0.65,0.606,1,-6.778,0,0.0294,0.478,0,0.117,0.65,137.986,189264,4,Rock,3168
Cavetown,Sharpener,58,0.671,0.405,5,-10.811,1,0.0342,0.676,0.00053,0.122,0.272,105.971,237642,4,Indie Alt,3169
young friend,PINCH ME,58,0.777,0.465,6,-10.55,0,0.0501,0.621,0,0.0932,0.757,113.003,179363,4,Pop,3170
Architects,Meteor,58,0.431,0.957,1,-3.071,0,0.106,0.000214,1.77E-06,0.0718,0.263,136.108,241034,4,Rock,3171
Sixx:A.M.,Maybe It‚Äôs Time ,58,0.396,0.781,0,-5.148,1,0.0377,0.00158,0,0.185,0.201,145.06,254201,4,Metal,3172
Beastie Boys,So What'Cha Want,58,0.7,0.942,5,-7.355,0,0.237,0.0469,2.93E-05,0.0666,0.766,171.37,216941,4,HipHop,3173
Backstreet Boys,The One,58,0.663,0.934,5,-4.227,0,0.0348,0.0646,0,0.164,0.621,110.031,3.782216667,4,Pop,3174
Deftones,Back to School ,58,0.3,0.986,8,-3.022,1,0.107,0.000386,0.000136,0.0924,0.256,85.117,237360,4,Metal,3175
In Flames,Cloud Connected,58,0.48,0.908,0,-5.466,0,0.0452,5.45E-06,0.856,0.0932,0.313,95.084,220707,4,Metal,3176
Of Monsters and Men,Visitor,58,0.57,0.866,7,-4.587,0,0.0344,0.00332,0.000709,0.116,0.477,81.995,207227,4,Indie Alt,3177
The Kooks,Always Where I Need To Be,58,0.331,0.961,11,-4.627,1,0.0663,0.000146,0,0.322,0.882,168.355,161720,4,Rock,3178
Rich Boy,Throw Some D's,58,0.697,0.86,11,-5.181,1,0.43,0.0368,0,0.0721,0.433,160.895,263920,4,HipHop,3179
Nothing But Thieves,Impossible,58,0.51,0.52,5,-7.022,1,0.03,0.0435,6.76E-05,0.0971,0.132,82.99,248399,4,Rock,3180
Switchfoot,i need you ,58,0.696,0.434,7,-9.954,1,0.0333,0.692,0.122,0.113,0.463,116.011,213289,4,Alt_Music,3181
Murda,Bi Sonraki Hayatƒ±mda Gel,58,0.933,0.448,8,-4.491,0,0.136,0.0253,0,0.104,0.737,103.981,167350,4,Pop,3182
Beck,Up All Night,58,0.635,0.909,1,-4.796,0,0.0553,0.00384,0.0852,0.239,0.639,110.005,190448,4,Indie Alt,3183
Gin Blossoms,Follow You Down,58,0.49,0.883,4,-8.736,0,0.0423,0.0121,0,0.0635,0.684,155.832,227707,4,Pop,3184
Brandi Carlile,Every Time I Hear That Song,58,0.577,0.53,7,-6.749,1,0.0312,0.544,3.29E-06,0.103,0.22,85.471,241147,4,Pop,3185
"Ash King, Sachin-Jigar",Nazar Na Lag Jaaye ,58,0.527,0.622,7,-8.172,0,0.0842,0.7,2.82E-06,0.126,0.672,173.709,3.43625,4,Bollywood,3186
Mystikal,Shake Ya Ass,58,0.914,0.607,7,-5.658,1,0.32,0.0626,0,0.0515,0.666,98.054,256973,4,HipHop,3187
Smokepurpp,Prom Queen,58,0.889,0.624,1,-3.589,1,0.132,0.00225,0,0.0926,0.311,78.019,110795,4,HipHop,3188
Queen,Breakthru,58,0.569,0.864,5,-5.697,1,0.0862,0.0614,0.00955,0.353,0.318,90.08,248387,4,Rock,3189
Roosevelt,See You Again,58,0.613,0.868,5,-5.016,0,0.0466,0.057,0.000702,0.18,0.571,121.972,262798,4,Indie Alt,3190
Big K.R.I.T.,Pick Up The Pace,58,0.838,0.587,11,-6.604,0,0.134,0.208,0,0.199,0.535,75.485,146114,4,HipHop,3191
Dishwalla,Counting Blue Cars ,58,0.454,0.79,11,-4.361,0,0.0285,0.00604,3.09E-05,0.225,0.362,100.225,291907,4,Rock,3192
Nine Inch Nails,The Hand That Feeds,58,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,211680,4,Rock,3193
Jelani Aryeh,Marigold,58,0.788,0.533,4,-8.81,1,0.0573,0.119,1.29E-05,0.212,0.633,131.047,245496,4,Pop,3194
The Alchemist,TV Dinners ,58,0.552,0.585,11,-9.332,1,0.105,0.665,0,0.192,0.538,89.135,177373,4,HipHop,3195
HAIM,The Steps,58,0.703,0.714,2,-4.967,1,0.0316,0.0197,1.65E-06,0.0849,0.62,116.723,247600,4,Indie Alt,3196
Raviv Kaner,◊®◊°◊ô◊°◊ô◊ù,58,0.59,0.377,2,-7.987,1,0.0287,0.413,0,0.101,0.374,73.99,201190,4,Pop,3197
Dire Straits,Brothers In Arms,58,0.398,0.301,8,-13.88,0,0.0282,0.532,0.838,0.0685,0.138,79.109,420240,4,Rock,3198
Disturbing Tha Peace,Move Bitch,58,0.777,0.751,1,-5.692,1,0.133,0.245,0,0.1,0.191,177.894,272293,4,HipHop,3199
Black Honey,I Like the Way You Die,58,0.546,0.76,9,-6.887,0,0.0399,0.00629,4.66E-05,0.0737,0.41,101.936,188027,4,Alt_Music,3200
Bryan Adams,Do I Have To Say The Words?,58,0.503,0.595,7,-9.383,1,0.0294,0.0895,2.49E-06,0.148,0.457,128.099,371200,4,Rock,3201
DJ √ñtzi,Hey Baby ,58,0.666,0.968,10,-3.196,1,0.046,0.123,0,0.347,0.834,135.099,219240,4,Pop,3202
YG,Go Big,58,0.899,0.501,6,-7.15,0,0.32,0.00442,0,0.0548,0.643,150.028,169843,4,HipHop,3203
Elvis Presley,All Shook Up,58,0.624,0.468,10,-12.162,1,0.132,0.881,6.35E-06,0.144,0.952,74.139,1.95133333,4,Rock,3204
K.Flay,Giver,58,0.493,0.606,5,-4.437,0,0.0401,0.0042,0.0104,0.0679,0.573,175.896,214147,4,Alt_Music,3205
Deno,Drizzy,58,0.86,0.713,4,-6.008,0,0.054,0.168,0,0.391,0.605,142.022,155153,4,HipHop,3206
The Blue Stones,Shakin' Off The Rust,58,0.585,0.8,7,-6.094,1,0.035,0.0017,4.96E-06,0.0981,0.368,110.971,222936,4,Rock,3207
Alan Jackson,Where I Come From,58,0.726,0.631,11,-8.136,0,0.0334,0.22,0,0.193,0.746,124.711,3.987333333,4,Country,3208
WALK THE MOON,Kamikaze,58,0.575,0.694,1,-5.674,1,0.0709,0.0158,0,0.108,0.442,77.537,196533,4,Pop,3209
Rejjie Snow,Cookie Chips,58,0.458,0.635,5,-7.697,1,0.275,0.45,0.000108,0.114,0.555,91.926,259907,4,HipHop,3210
UPSAHL,Douchebag,58,0.685,0.697,7,-5.511,1,0.067,0.166,0,0.129,0.65,86.019,142667,4,Pop,3211
The Highwomen,Highwomen,58,0.554,0.47,8,-6.604,0,0.0548,0.77,2.60E-06,0.106,0.346,95.598,212480,4,Pop,3212
Bring Me The Horizon,heavy metal ,58,0.589,0.914,7,-3.582,1,0.0935,0.00119,0.000257,0.361,0.512,129.935,240587,4,Rock,3213
The Black Crowes,Twice As Hard,58,0.376,0.851,0,-3.535,1,0.0459,0.11,0.000124,0.277,0.487,173.119,249533,4,Rock,3214
Gus Dapperton,First Aid,58,0.623,0.48,10,-4.39,0,0.0269,0.0148,0.00141,0.086,0.355,140.015,268509,4,Indie Alt,3215
Yebba,Distance,58,0.587,0.501,0,-7.483,1,0.0408,0.704,0.193,0.0824,0.44,139.92,255794,4,Pop,3216
Sugar Ray,When It's Over,58,0.675,0.775,4,-5.772,1,0.0522,0.0387,0,0.383,0.933,99.945,217853,4,Rock,3217
Bernstein Square,This Is New,58,0.445,0.17,3,-18.671,1,0.044,0.976,0.826,0.102,0.0943,122.232,3.253033333,4,Instrumental,3218
AHI,Ol' Sweet Day,58,0.393,0.558,3,-9.429,1,0.0475,0.603,4.85E-05,0.108,0.336,112.64,178053,4,Pop,3219
Loretta Lynn,Coal Miner's Daughter,58,0.604,0.354,9,-14.07,1,0.0313,0.836,0.00474,0.103,0.635,137.349,3.016,4,Country,3220
Type O Negative,I Don't Wanna Be Me,58,0.474,0.977,8,-8.651,0,0.15,0.024,0.604,0.0931,0.0449,100.557,308827,4,Metal,3221
Winona Oak,Old Insecurities,58,0.384,0.513,11,-8.664,0,0.0567,0.725,2.92E-05,0.131,0.265,104.878,201747,4,Pop,3222
The View,Same Jeans,58,0.479,0.967,0,-2.445,1,0.0431,0.00697,0,0.217,0.719,134.743,213080,4,Indie Alt,3223
Eden Hason,◊©◊ß◊ô◊¢◊ï◊™ ◊ê◊ì◊ï◊û◊ï◊™,58,0.585,0.394,6,-9.016,0,0.0321,0.676,0,0.119,0.345,84.018,212963,4,Pop,3224
Ike & Tina Turner,River Deep,58,0.389,0.745,3,-6.998,1,0.0384,0.777,0.00159,0.143,0.271,83.037,214880,4,Rock,3225
Teni,FOR YOU,58,0.724,0.62,7,-5.576,1,0.101,0.29,3.57E-06,0.105,0.478,107.159,188411,4,Pop,3226
Feeder,Buck Rogers,58,0.484,0.948,5,-4.349,1,0.054,0.000269,0.00108,0.0733,0.157,120.824,193133,4,Rock,3227
YUNGBLUD,"I Love You, Will You Marry Me",58,0.518,0.929,11,-3.851,0,0.0654,4.71E-05,0,0.104,0.548,149.961,177870,4,Rock,3228
Green Day,Revolution Radio,58,0.419,0.971,7,-3.622,1,0.0909,4.63E-05,1.43E-05,0.171,0.677,180.033,180853,4,Rock,3229
John Mayer,I Don't Trust Myself ,58,0.842,0.384,9,-11.384,0,0.0353,0.638,0.000487,0.0998,0.604,84.026,292013,4,Blues,3230
Machine Head,Davidian,58,0.278,0.937,7,-6.952,1,0.168,0.000535,0.118,0.227,0.29,154.244,296627,3,Metal,3231
Pearl Jam,Given to Fly,58,0.317,0.764,7,-7.076,1,0.0282,0.000294,0.099,0.0996,0.341,101.173,238867,4,Rock,3232
Jelani Aryeh,From These Heights,58,0.758,0.903,4,-3.909,1,0.0314,0.00949,7.43E-06,0.628,0.749,125.002,206585,4,Pop,3233
Dokken,Breaking the Chains,58,0.526,0.9,4,-4.76,0,0.0531,0.00914,0,0.277,0.458,125.349,231693,4,Metal,3234
Lil Durk,Watch Yo Homie,58,0.72,0.459,7,-10.786,0,0.252,0.125,0,0.15,0.314,95.521,151023,4,HipHop,3235
Radiohead,Burn the Witch,57,0.54,0.847,11,-6.52,1,0.0297,0.303,0.272,0.109,0.62,148.936,220609,4,Rock,3236
The First Edition,Just Dropped In ,57,0.58,0.551,9,-9.898,0,0.0582,0.181,0.00719,0.15,0.516,115.896,201213,4,Rock,3237
The 1975,She's American,57,0.639,0.859,1,-3.923,1,0.0554,0.18,0.000499,0.0798,0.523,115.97,270104,4,Rock,3238
Live,Selling The Drama,57,0.45,0.914,6,-6.741,1,0.0647,0.0106,8.18E-05,0.101,0.336,124.42,208293,4,Rock,3239
